city_ascii,admin_name,admin_name_ascii
Merkanam,Tamil N?du,Tamil Nadu
Wadi,Karn?taka,Karnataka
Ilaiyankudi,Tamil N?du,Tamil Nadu
Mudgal,Karn?taka,Karnataka
Saranga,West Bengal,West Bengal
Uttaramerur,Tamil N?du,Tamil Nadu
Kola,West Bengal,West Bengal
Latehar,Jh?rkhand,Jharkhand
Paonta Sahib,Him?chal Pradesh,Himachal Pradesh
Tirora,Mah?r?shtra,Maharashtra
Banhatti,Karn?taka,Karnataka
Vasudevanallur,Tamil N?du,Tamil Nadu
Gulam,Bih?r,Bihar
Kasrawad,Madhya Pradesh,Madhya Pradesh
Rajgurunagar,Mah?r?shtra,Maharashtra
Panagar,Madhya Pradesh,Madhya Pradesh
Pallappatti,Tamil N?du,Tamil Nadu
Sahibpur Kamal,Bih?r,Bihar
Sohwal,Uttar Pradesh,Uttar Pradesh
Rania,Hary?na,Haryana
Namrup,Assam,Assam
Muliyar,Kerala,Kerala
Sahjanwa,Uttar Pradesh,Uttar Pradesh
Rajakheri,Madhya Pradesh,Madhya Pradesh
Jafarabad,Gujar?t,Gujarat
Shrirangapattana,Karn?taka,Karnataka
Nabinagar,Bih?r,Bihar
Sohagpur,Madhya Pradesh,Madhya Pradesh
Barwa Sagar,Uttar Pradesh,Uttar Pradesh
Barki Ballia,Bih?r,Bihar
Simria,Bih?r,Bihar
Trikodi,Kerala,Kerala
Hukeri,Karn?taka,Karnataka
Naubatpur,Bih?r,Bihar
Pathiyanikunnu,Kerala,Kerala
Attili,Andhra Pradesh,Andhra Pradesh
Khed Brahma,Gujar?t,Gujarat
Kali,Mah?r?shtra,Maharashtra
Ayirurpara,Kerala,Kerala
Parner,Mah?r?shtra,Maharashtra
Lalru,Punjab,Punjab
Singhana,R?jasth?n,Rajasthan
Kalamner,Mah?r?shtra,Maharashtra
Sojitra,Gujar?t,Gujarat
Madha,Hary?na,Haryana
Chanasma,Gujar?t,Gujarat
Vodurivandlagudem,Andhra Pradesh,Andhra Pradesh
Khiria Jhansi,Uttar Pradesh,Uttar Pradesh
Data,Hary?na,Haryana
Malanvadi,Mah?r?shtra,Maharashtra
Simaria,Bih?r,Bihar
Sidhauli,Uttar Pradesh,Uttar Pradesh
Tapa,Punjab,Punjab
Paduvari,Karn?taka,Karnataka
Gajwel,Andhra Pradesh,Andhra Pradesh
Baindur,Karn?taka,Karnataka
Mundargi,Karn?taka,Karnataka
Nainpur,Madhya Pradesh,Madhya Pradesh
Dugda,Jh?rkhand,Jharkhand
Karukurti,Kerala,Kerala
Kalavad,Gujar?t,Gujarat
Edavanakad,Kerala,Kerala
Rangapara,Assam,Assam
Maduru,Andhra Pradesh,Andhra Pradesh
Cherukara,Kerala,Kerala
Valambur,Kerala,Kerala
Raghopur,Bih?r,Bihar
Ghoti Budrukh,Mah?r?shtra,Maharashtra
Sirmatpur,Bih?r,Bihar
Banga,Punjab,Punjab
Turuttikkara,Kerala,Kerala
Nazareth,Tamil N?du,Tamil Nadu
Basopatti,Bih?r,Bihar
Kuttampuzha,Kerala,Kerala
Khalari,Jh?rkhand,Jharkhand
Usia,Uttar Pradesh,Uttar Pradesh
Shivganj,R?jasth?n,Rajasthan
Podaturpeta,Tamil N?du,Tamil Nadu
Mairwa,Bih?r,Bihar
Panapur,Bih?r,Bihar
Patnagarh,Odisha,Odisha
Narasingapuram,Tamil N?du,Tamil Nadu
Chandili,Odisha,Odisha
Pasighat,Arun?chal Pradesh,Arunachal Pradesh
Palakodu,Tamil N?du,Tamil Nadu
Shamgarh,Madhya Pradesh,Madhya Pradesh
Navalgund,Karn?taka,Karnataka
Pata Kalidindi,Andhra Pradesh,Andhra Pradesh
Ramdiri,Bih?r,Bihar
Gorantla,Andhra Pradesh,Andhra Pradesh
Irugur,Tamil N?du,Tamil Nadu
Kottapeta,Andhra Pradesh,Andhra Pradesh
Cheruvaranam,Kerala,Kerala
Sirkhandi Bhitha,Bih?r,Bihar
Dungra Chhota,R?jasth?n,Rajasthan
Akividu,Andhra Pradesh,Andhra Pradesh
Aklvidu,Andhra Pradesh,Andhra Pradesh
Andhra Tharhi,Bih?r,Bihar
Nij Khari,West Bengal,West Bengal
Tirumuruganpundi,Tamil N?du,Tamil Nadu
Parambatt Kavu,Kerala,Kerala
Tulsipur,Uttar Pradesh,Uttar Pradesh
Pindwara,R?jasth?n,Rajasthan
Dhamnagar,Odisha,Odisha
Khajuraho,Madhya Pradesh,Madhya Pradesh
Purwa,Uttar Pradesh,Uttar Pradesh
Sahaspur,Uttar Pradesh,Uttar Pradesh
Sahawar,Uttar Pradesh,Uttar Pradesh
Vinnamala,Andhra Pradesh,Andhra Pradesh
Bundu,Jh?rkhand,Jharkhand
Channagiri,Karn?taka,Karnataka
Balarampur,West Bengal,West Bengal
Ashwaraopeta,Andhra Pradesh,Andhra Pradesh
Tirutturaippundi,Tamil N?du,Tamil Nadu
Garhara,Bih?r,Bihar
Panmana,Kerala,Kerala
Asan,R?jasth?n,Rajasthan
Nagarpara,Bih?r,Bihar
Paruthur,Kerala,Kerala
Sundarnagar,Him?chal Pradesh,Himachal Pradesh
Saidpur,Uttar Pradesh,Uttar Pradesh
Singarayakonda,Andhra Pradesh,Andhra Pradesh
Pallapatti,Tamil N?du,Tamil Nadu
Iringal,Kerala,Kerala
Bijawar,Madhya Pradesh,Madhya Pradesh
Velur,Tamil N?du,Tamil Nadu
Koloriang,,
Baheri,Bih?r,Bihar
Maharajgani,Bih?r,Bihar
Ayanavelikulangara Tekku,Kerala,Kerala
Umga,Bih?r,Bihar
Mau,Madhya Pradesh,Madhya Pradesh
Mayang Imphal,Manipur,Manipur
Vettakkaranpudur,Tamil N?du,Tamil Nadu
Naravarikuppam,Tamil N?du,Tamil Nadu
Halikner,Karn?taka,Karnataka
Maksi,Madhya Pradesh,Madhya Pradesh
Mogalturru,Andhra Pradesh,Andhra Pradesh
Ukkayapalle,Andhra Pradesh,Andhra Pradesh
Kosigi,Andhra Pradesh,Andhra Pradesh
Loha,Mah?r?shtra,Maharashtra
Tiruvattar,Tamil N?du,Tamil Nadu
Sundararaopeta,Andhra Pradesh,Andhra Pradesh
Jaisinghpur,Bih?r,Bihar
Sangrampur,Bih?r,Bihar
Arttuvattala,Kerala,Kerala
Siswa,Bih?r,Bihar
Suleswaranpatti,Tamil N?du,Tamil Nadu
Yadiki,Andhra Pradesh,Andhra Pradesh
Tehri,Uttar?khand,Uttarakhand
Maheshwar,Madhya Pradesh,Madhya Pradesh
Payipira,Kerala,Kerala
Sikandarpur,Uttar Pradesh,Uttar Pradesh
Pennadam,Tamil N?du,Tamil Nadu
Shahpur,Madhya Pradesh,Madhya Pradesh
Neduvattur,Kerala,Kerala
Puyappalli,Kerala,Kerala
Sendamangalam,Tamil N?du,Tamil Nadu
Matabhanga,West Bengal,West Bengal
Mulgund,Karn?taka,Karnataka
Peringuzha,Kerala,Kerala
Karian,Bih?r,Bihar
Koilkuntla,Andhra Pradesh,Andhra Pradesh
Herohalli,Karn?taka,Karnataka
Mulakumud,Tamil N?du,Tamil Nadu
Annur,Tamil N?du,Tamil Nadu
Kuju,Jh?rkhand,Jharkhand
Hungund,Karn?taka,Karnataka
Kumar Khad,Bih?r,Bihar
Sulya,Karn?taka,Karnataka
Bithar,Bih?r,Bihar
Dakor,Gujar?t,Gujarat
Vallabh Vidyanagar,Gujar?t,Gujarat
Tirumala,Andhra Pradesh,Andhra Pradesh
Kagal,Mah?r?shtra,Maharashtra
Verukulambu,Tamil N?du,Tamil Nadu
Elukone,Kerala,Kerala
Lalgudi,Tamil N?du,Tamil Nadu
Avanigadda,Andhra Pradesh,Andhra Pradesh
Birpur,Bih?r,Bihar
Mummidivaram,Andhra Pradesh,Andhra Pradesh
Puduva,Kerala,Kerala
Devikolam,Kerala,Kerala
Muluppilagadu,Kerala,Kerala
Karavalur,Kerala,Kerala
Silappadi,Tamil N?du,Tamil Nadu
Anupshahr,Uttar Pradesh,Uttar Pradesh
Sanaur,Punjab,Punjab
Alangulam,Tamil N?du,Tamil Nadu
Yellapur,Karn?taka,Karnataka
Kunnada,Kerala,Kerala
Rajpur,Madhya Pradesh,Madhya Pradesh
Chandrakona,West Bengal,West Bengal
Mannamturuttu,Kerala,Kerala
Kulgam,Jammu and Kashm?r,Jammu and Kashmir
Shamsabad,Uttar Pradesh,Uttar Pradesh
Perungudi,Tamil N?du,Tamil Nadu
Kotturu,Andhra Pradesh,Andhra Pradesh
Toda Rai Singh,R?jasth?n,Rajasthan
Peravur,Kerala,Kerala
Gollapudi,Andhra Pradesh,Andhra Pradesh
Dhing,Assam,Assam
Belsand,Bih?r,Bihar
Honavar,Karn?taka,Karnataka
Kadavur,Kerala,Kerala
Arukutti,Kerala,Kerala
Nayanakulam,Tamil N?du,Tamil Nadu
Koili Simra,Bih?r,Bihar
Chanaur,Bih?r,Bihar
Gauripur,Assam,Assam
Kharupatia,Assam,Assam
Madangir,Delhi,Delhi
Rampura,Madhya Pradesh,Madhya Pradesh
Badnawar,Madhya Pradesh,Madhya Pradesh
Kailashahar,Tripura,Tripura
Srvanampatti,Tamil N?du,Tamil Nadu
Burhar,Madhya Pradesh,Madhya Pradesh
Ponda,Goa,Goa
Vanimel,Kerala,Kerala
Dighwa,Bih?r,Bihar
Sakleshpur,Karn?taka,Karnataka
Sandwa,R?jasth?n,Rajasthan
Tazhava,Kerala,Kerala
Madappalli,Kerala,Kerala
Piravanthur,Kerala,Kerala
Mandawa,R?jasth?n,Rajasthan
Minja,Kerala,Kerala
Ron,Karn?taka,Karnataka
Kedavur,Kerala,Kerala
Mulampilli,Kerala,Kerala
Tekari,Bih?r,Bihar
Vaikam,Kerala,Kerala
Kun Puhal,Him?chal Pradesh,Himachal Pradesh
Samrala,Punjab,Punjab
Kedia,Jh?rkhand,Jharkhand
Patakakani,Andhra Pradesh,Andhra Pradesh
Manambur,Kerala,Kerala
Tranquebar,Tamil N?du,Tamil Nadu
Kazhukambalam,Kerala,Kerala
Ponmundam,Kerala,Kerala
Kannamangalam Tekku,Kerala,Kerala
Sonepur,Odisha,Odisha
Ravulapalem,Andhra Pradesh,Andhra Pradesh
Lalganj,Uttar Pradesh,Uttar Pradesh
Mahthi,Bih?r,Bihar
Singhara Buzurg,Bih?r,Bihar
Vuliyattara,Kerala,Kerala
Sonari,Assam,Assam
Engandiyur,Kerala,Kerala
Khirkiyan,Madhya Pradesh,Madhya Pradesh
Vilachcheri,Tamil N?du,Tamil Nadu
Pallikondai,Tamil N?du,Tamil Nadu
Asafabad,Andhra Pradesh,Andhra Pradesh
Velugodu,Andhra Pradesh,Andhra Pradesh
Koiri Bigha,Bih?r,Bihar
Anjarkandi,Kerala,Kerala
Kulattuppalaiyam,Tamil N?du,Tamil Nadu
Khaira Tola,Bih?r,Bihar
Dindori,Madhya Pradesh,Madhya Pradesh
Vandiperiyar,Kerala,Kerala
Latauna,Bih?r,Bihar
Muttupet,Tamil N?du,Tamil Nadu
Abu,R?jasth?n,Rajasthan
Bhiraha,Bih?r,Bihar
Vadakarai Kil Pidagai,Tamil N?du,Tamil Nadu
Vellalur,Tamil N?du,Tamil Nadu
Mahadebnagar,West Bengal,West Bengal
Bhadas,Bih?r,Bihar
Nayagaon,R?jasth?n,Rajasthan
Chitarpur,Jh?rkhand,Jharkhand
Ahwa,Gujar?t,Gujarat
Pawni,Mah?r?shtra,Maharashtra
Zunheboto,N?g?land,Nagaland
Pulimathu,Kerala,Kerala
Achhnera,Uttar Pradesh,Uttar Pradesh
Gormi,Madhya Pradesh,Madhya Pradesh
Naraura,Uttar Pradesh,Uttar Pradesh
Pariyapuram,Kerala,Kerala
Kavallemmavu,Kerala,Kerala
Kodarma,Jh?rkhand,Jharkhand
Kaler,Bih?r,Bihar
Kanchika,Andhra Pradesh,Andhra Pradesh
Nasrullahganj,Madhya Pradesh,Madhya Pradesh
Vernag,Jammu and Kashm?r,Jammu and Kashmir
Vayanur,Kerala,Kerala
Chunakara Vadakku,Kerala,Kerala
Curchorem,Goa,Goa
Kerur,Karn?taka,Karnataka
Kittanapalli,Tamil N?du,Tamil Nadu
Muradpur,Bih?r,Bihar
Nakur,Uttar Pradesh,Uttar Pradesh
Dalan,Bih?r,Bihar
Patharia,Madhya Pradesh,Madhya Pradesh
Mallasamudram,Tamil N?du,Tamil Nadu
Moirang,Manipur,Manipur
Dip,Bih?r,Bihar
Bagula,West Bengal,West Bengal
Pullappalli,Kerala,Kerala
Chincholi,Karn?taka,Karnataka
Manimala,Kerala,Kerala
Timmapur,Andhra Pradesh,Andhra Pradesh
Hirpardangal,Jh?rkhand,Jharkhand
Manki,Karn?taka,Karnataka
Govardhan,Uttar Pradesh,Uttar Pradesh
Talayolaparambu,Kerala,Kerala
Raman Mandi,Punjab,Punjab
Pokhuria,Jh?rkhand,Jharkhand
Vengattur,Tamil N?du,Tamil Nadu
Melila,Kerala,Kerala
Bobleshwar,Karn?taka,Karnataka
Katangi,Madhya Pradesh,Madhya Pradesh
Jogipet,Andhra Pradesh,Andhra Pradesh
Hulikal,Tamil N?du,Tamil Nadu
Reni,R?jasth?n,Rajasthan
Chavassheri,Kerala,Kerala
Chatayamangalam,Kerala,Kerala
Kondazhi,Kerala,Kerala
Pullanpallikonam,Kerala,Kerala
Aymangala,Karn?taka,Karnataka
Alwaye,Kerala,Kerala
Sarea Khas,Bih?r,Bihar
Junnardev,Madhya Pradesh,Madhya Pradesh
Bermo,Jh?rkhand,Jharkhand
Perundurai,Tamil N?du,Tamil Nadu
Gurmatkal,Karn?taka,Karnataka
Sambhar,R?jasth?n,Rajasthan
Taulaha,Bih?r,Bihar
Bhawanigarh,Punjab,Punjab
Panniyannur,Kerala,Kerala
Tiruttangal,Tamil N?du,Tamil Nadu
Nagla,Uttar?khand,Uttarakhand
Ankireddikuntapalem,Andhra Pradesh,Andhra Pradesh
Bhatpuri,Uttar?khand,Uttarakhand
Chausa,Bih?r,Bihar
Singampunari,Tamil N?du,Tamil Nadu
Athiringal,Kerala,Kerala
Alangayam,Tamil N?du,Tamil Nadu
Kundgol,Karn?taka,Karnataka
Metekora,West Bengal,West Bengal
Dasnapur,Andhra Pradesh,Andhra Pradesh
Tiruverumbur,Tamil N?du,Tamil Nadu
Zirapur,Madhya Pradesh,Madhya Pradesh
Adalhat,Uttar Pradesh,Uttar Pradesh
Simaria,Bih?r,Bihar
Kondalampatti,Tamil N?du,Tamil Nadu
Pattiyurgramam,Kerala,Kerala
Gubbi,Karn?taka,Karnataka
Bakhri,Bih?r,Bihar
Vellithiruthi,Kerala,Kerala
Sarapaka,Andhra Pradesh,Andhra Pradesh
Vayalar,Kerala,Kerala
Katkol,Karn?taka,Karnataka
Bhanvad,Gujar?t,Gujarat
Pirmed,Kerala,Kerala
Talwandi Sabo,Punjab,Punjab
Madhupur,Uttar Pradesh,Uttar Pradesh
Peravurani,Tamil N?du,Tamil Nadu
Howli,Assam,Assam
Kalchini,West Bengal,West Bengal
Parsagarhi,Bih?r,Bihar
Adampur,Punjab,Punjab
Chhanera,Madhya Pradesh,Madhya Pradesh
Aswapuram,Andhra Pradesh,Andhra Pradesh
Khandela,R?jasth?n,Rajasthan
Jawad,,
Naregal,Karn?taka,Karnataka
Jugial,Punjab,Punjab
Saoner,Mah?r?shtra,Maharashtra
Bukkarayasamudram,Andhra Pradesh,Andhra Pradesh
Unchahra,Madhya Pradesh,Madhya Pradesh
Dras,Lad?kh,Ladakh
Kuppam,Andhra Pradesh,Andhra Pradesh
Chakia,Bih?r,Bihar
Pocharam,Andhra Pradesh,Andhra Pradesh
Ramantali,Kerala,Kerala
Kachhari,West Bengal,West Bengal
Vanthli,Gujar?t,Gujarat
Silvassa,D?dra and Nagar Haveli and Dam?n and Diu,Dadra and Nagar Haveli and Daman and Diu
Rajauli,Bih?r,Bihar
Mangrol,R?jasth?n,Rajasthan
Mangalvedha,Mah?r?shtra,Maharashtra
Danwan,Bih?r,Bihar
Puttige,Kerala,Kerala
Kizhakkemanad,Kerala,Kerala
Pallippuram,Kerala,Kerala
Muzhakkunnu,Kerala,Kerala
Morinda,Punjab,Punjab
Tuneri,Kerala,Kerala
Surpur,Gujar?t,Gujarat
Bhanpura,Madhya Pradesh,Madhya Pradesh
Chatra Gobraura,Bih?r,Bihar
Mailavaram,Andhra Pradesh,Andhra Pradesh
Shendurjana,Mah?r?shtra,Maharashtra
Sarai Ranjan,Bih?r,Bihar
Banapur,Odisha,Odisha
Anamalais,Tamil N?du,Tamil Nadu
Kalleribhagam,Kerala,Kerala
Vamanapuram,Kerala,Kerala
Idukki,Kerala,Kerala
Vendram,Andhra Pradesh,Andhra Pradesh
Chagallu,Andhra Pradesh,Andhra Pradesh
Qadirganj,Bih?r,Bihar
Kadiapattanam,Tamil N?du,Tamil Nadu
Pampur,Jammu and Kashm?r,Jammu and Kashmir
Senda,West Bengal,West Bengal
Nangavaram,Tamil N?du,Tamil Nadu
Papanasam,Tamil N?du,Tamil Nadu
Jaipur Chuhar,Bih?r,Bihar
Anuppur,Madhya Pradesh,Madhya Pradesh
Kanke,Jh?rkhand,Jharkhand
Raja Pakar,Bih?r,Bihar
Tiruvankod,Tamil N?du,Tamil Nadu
Pushkar,R?jasth?n,Rajasthan
Nerupperichchal,Tamil N?du,Tamil Nadu
Amarpatan,Madhya Pradesh,Madhya Pradesh
Adra,West Bengal,West Bengal
Mandapam,Tamil N?du,Tamil Nadu
Pakala,Andhra Pradesh,Andhra Pradesh
Kalpakathukonam,Kerala,Kerala
Naranammalpuram,Tamil N?du,Tamil Nadu
Sermadevi,Tamil N?du,Tamil Nadu
Alnavar,Karn?taka,Karnataka
North Guwahati,Assam,Assam
Muthutala,Kerala,Kerala
Kodikuthi,Kerala,Kerala
Madakasira,Andhra Pradesh,Andhra Pradesh
Ganapavaram,Andhra Pradesh,Andhra Pradesh
Paravai,Tamil N?du,Tamil Nadu
Pendurti,Andhra Pradesh,Andhra Pradesh
Bariarpur,Bih?r,Bihar
Andippatti,Tamil N?du,Tamil Nadu
Maruturu,Andhra Pradesh,Andhra Pradesh
Noamundi,Jh?rkhand,Jharkhand
Srivaikuntam,Tamil N?du,Tamil Nadu
Pamarru,Andhra Pradesh,Andhra Pradesh
Shirhatti,Karn?taka,Karnataka
Khowai,,
Mohiuddinnagar,Bih?r,Bihar
Singur,West Bengal,West Bengal
Gummudipundi,Tamil N?du,Tamil Nadu
Tiruppuvanam,Tamil N?du,Tamil Nadu
Mundgod,Karn?taka,Karnataka
Kasumpti,Him?chal Pradesh,Himachal Pradesh
Padmanabhapuram,Tamil N?du,Tamil Nadu
Pambadi,Kerala,Kerala
Sriperumbudur,Tamil N?du,Tamil Nadu
Nirmali,Bih?r,Bihar
Narippatta,Kerala,Kerala
Kaduturutti,Kerala,Kerala
Kaikalur,Andhra Pradesh,Andhra Pradesh
Chagalamarri,Andhra Pradesh,Andhra Pradesh
Sevilimedu,Tamil N?du,Tamil Nadu
Iruttarakonam,Kerala,Kerala
Namagiripettai,Tamil N?du,Tamil Nadu
Koduvilarpatti,Tamil N?du,Tamil Nadu
Narkher,Mah?r?shtra,Maharashtra
Tadikombu,Tamil N?du,Tamil Nadu
Pillaiyarkuppam,Tamil N?du,Tamil Nadu
Kosgi,Andhra Pradesh,Andhra Pradesh
Parasi,Uttar Pradesh,Uttar Pradesh
Chorwad,Gujar?t,Gujarat
Ratu,Jh?rkhand,Jharkhand
Nagamangala,Karn?taka,Karnataka
Rupauli,Bih?r,Bihar
Belonia,Tripura,Tripura
Lathi,Gujar?t,Gujarat
Sarari,Bih?r,Bihar
Kuttikkattur,Kerala,Kerala
Morasar,Gujar?t,Gujarat
Kannanendal,Tamil N?du,Tamil Nadu
Saurh,Bih?r,Bihar
Adigaratti,Tamil N?du,Tamil Nadu
Irukanni,Kerala,Kerala
Amodei,Bih?r,Bihar
Banki,Odisha,Odisha
Tehata,West Bengal,West Bengal
Paiganapalli,Tamil N?du,Tamil Nadu
Phulpur,Uttar Pradesh,Uttar Pradesh
Behat,Bih?r,Bihar
Patpara,Bih?r,Bihar
Timmarasanayakkanur,Tamil N?du,Tamil Nadu
Manjhi,Bih?r,Bihar
Fatehgarh Churian,Punjab,Punjab
Samba,Jammu and Kashm?r,Jammu and Kashmir
Daddi,Mah?r?shtra,Maharashtra
Sancoale,Goa,Goa
Kudal,Mah?r?shtra,Maharashtra
Tufanganj,West Bengal,West Bengal
Vadakkum,Kerala,Kerala
Daboh,Madhya Pradesh,Madhya Pradesh
Nizampatam,Andhra Pradesh,Andhra Pradesh
Hirekerur,Karn?taka,Karnataka
Cuncolim,Goa,Goa
Damua,Madhya Pradesh,Madhya Pradesh
Nambiyur,Tamil N?du,Tamil Nadu
Vakkam,Kerala,Kerala
Pudupattanam,Tamil N?du,Tamil Nadu
Balugan,Odisha,Odisha
Koath,Bih?r,Bihar
Palavur,Tamil N?du,Tamil Nadu
Mudakkal,Kerala,Kerala
Aurad,Karn?taka,Karnataka
Harohalli,Karn?taka,Karnataka
Gaura,Bih?r,Bihar
Bhainsdehi,Madhya Pradesh,Madhya Pradesh
Devirammanahalli,Karn?taka,Karnataka
Mariani,Assam,Assam
Alta,Mah?r?shtra,Maharashtra
Peringanad,Kerala,Kerala
Barhampur,Bih?r,Bihar
Palkonda,Andhra Pradesh,Andhra Pradesh
Yermal,Karn?taka,Karnataka
Valljkkod,Kerala,Kerala
Banganapalle,Andhra Pradesh,Andhra Pradesh
Supaul,Bih?r,Bihar
Kuknur,Karn?taka,Karnataka
Narwar,Madhya Pradesh,Madhya Pradesh
Mathukumnel,Kerala,Kerala
Sonbarsa,Uttar Pradesh,Uttar Pradesh
Tittagudi,Tamil N?du,Tamil Nadu
Gannavaram,Andhra Pradesh,Andhra Pradesh
Achampet,Andhra Pradesh,Andhra Pradesh
Kolaras,Madhya Pradesh,Madhya Pradesh
Chithara,Kerala,Kerala
Baroda,Madhya Pradesh,Madhya Pradesh
Muttatodi,Kerala,Kerala
Vinjamur,Andhra Pradesh,Andhra Pradesh
Kamalapuram,Andhra Pradesh,Andhra Pradesh
Hardi,Bih?r,Bihar
Patuvilayi,Kerala,Kerala
Jatara,Madhya Pradesh,Madhya Pradesh
Savda,Mah?r?shtra,Maharashtra
Chintalapalle,Karn?taka,Karnataka
Sultanpur,Punjab,Punjab
Honnali,Karn?taka,Karnataka
Maniyamturuttu,Kerala,Kerala
Sonkach,Madhya Pradesh,Madhya Pradesh
Vadamadurai,Tamil N?du,Tamil Nadu
Madipakkam,Tamil N?du,Tamil Nadu
Chennimalai,Tamil N?du,Tamil Nadu
Muhammadabad,Uttar Pradesh,Uttar Pradesh
Nellimarla,Andhra Pradesh,Andhra Pradesh
Nahorkatiya,Assam,Assam
Bhojpur Kadim,Bih?r,Bihar
Kizhattur,Kerala,Kerala
Keevallur,Kerala,Kerala
Baud,Odisha,Odisha
Koipadi,Kerala,Kerala
Pariyaram,Kerala,Kerala
Puduppalli Kunnam,Kerala,Kerala
Chokkampatti,Tamil N?du,Tamil Nadu
Barki Saria,Jh?rkhand,Jharkhand
Ramnagar Farsahi,Bih?r,Bihar
Kuttampala,Kerala,Kerala
Karaiyampudur,Tamil N?du,Tamil Nadu
Harpalpur,Madhya Pradesh,Madhya Pradesh
Makhtal,Andhra Pradesh,Andhra Pradesh
Mundra,Gujar?t,Gujarat
Dharmkot,Punjab,Punjab
Baihar,Madhya Pradesh,Madhya Pradesh
Katakos,Bih?r,Bihar
Chandragiri,Andhra Pradesh,Andhra Pradesh
Birpur,Bih?r,Bihar
Shamgarh,Bih?r,Bihar
Gopavaram,Andhra Pradesh,Andhra Pradesh
Devrukh,Mah?r?shtra,Maharashtra
Pulicat,Tamil N?du,Tamil Nadu
Parkal,Andhra Pradesh,Andhra Pradesh
Chodavaram,Andhra Pradesh,Andhra Pradesh
Husainpur,Punjab,Punjab
Raipura,Jammu and Kashm?r,Jammu and Kashmir
Samthar,Uttar Pradesh,Uttar Pradesh
Belur,Karn?taka,Karnataka
Edakkunnam,Kerala,Kerala
Khilchipur,Madhya Pradesh,Madhya Pradesh
Chandpur,Bih?r,Bihar
Pennagaram,Tamil N?du,Tamil Nadu
Tondi,Tamil N?du,Tamil Nadu
Talayazham,Kerala,Kerala
Pargi,Andhra Pradesh,Andhra Pradesh
Sivagiri,Tamil N?du,Tamil Nadu
Nelkattumseval,Tamil N?du,Tamil Nadu
Erragondapalem,Andhra Pradesh,Andhra Pradesh
Aurad Shahjahani,Mah?r?shtra,Maharashtra
Bhitarwar,Madhya Pradesh,Madhya Pradesh
Kheralu,Gujar?t,Gujarat
Mattigiri,Tamil N?du,Tamil Nadu
Alampalaiyam,Tamil N?du,Tamil Nadu
Teonthar,Madhya Pradesh,Madhya Pradesh
Karukachal,Kerala,Kerala
Farakka,West Bengal,West Bengal
Vettikkavala,Kerala,Kerala
Kulpahar,Uttar Pradesh,Uttar Pradesh
Lonar,Mah?r?shtra,Maharashtra
Virarajendrapet,Karn?taka,Karnataka
Depalpur,Madhya Pradesh,Madhya Pradesh
Sidhapa,Bih?r,Bihar
Dhorimanna,R?jasth?n,Rajasthan
Kartikapalli,Kerala,Kerala
Kannod,Madhya Pradesh,Madhya Pradesh
Bhopatpur,Bih?r,Bihar
Kandakkadava,Kerala,Kerala
Goraya,Punjab,Punjab
Shri Mahavirji,R?jasth?n,Rajasthan
Tadas,Karn?taka,Karnataka
Asarganj,Bih?r,Bihar
Rankhandi,Uttar Pradesh,Uttar Pradesh
Bhaluhar,Bih?r,Bihar
Mandi Bamora,Madhya Pradesh,Madhya Pradesh
Bareja,Gujar?t,Gujarat
Sikka,Gujar?t,Gujarat
Munak,Hary?na,Haryana
Pirbahora,Uttar Pradesh,Uttar Pradesh
Hudli,Karn?taka,Karnataka
Mangapet,Andhra Pradesh,Andhra Pradesh
Bazidpur Madhaul,Bih?r,Bihar
Suroth,R?jasth?n,Rajasthan
Sujnipur,Gujar?t,Gujarat
Marjampad,Andhra Pradesh,Andhra Pradesh
Sohana,Punjab,Punjab
Chimthana,Mah?r?shtra,Maharashtra
Ankalgi,Karn?taka,Karnataka
Kothanuru,Andhra Pradesh,Andhra Pradesh
Tuminkatti,Karn?taka,Karnataka
Naranda,Mah?r?shtra,Maharashtra
Sonaimukh,Assam,Assam
Garhshankar,Punjab,Punjab
Sanrh Majhgawan,Bih?r,Bihar
Palashi,West Bengal,West Bengal
Kumil,Kerala,Kerala
Shiruru,Karn?taka,Karnataka
Vairag,Mah?r?shtra,Maharashtra
Valiyakumaramangalam,Kerala,Kerala
Kadakola,Karn?taka,Karnataka
Bhasawar,R?jasth?n,Rajasthan
Venmani,Kerala,Kerala
Dharampur,Gujar?t,Gujarat
Koskapur,Bih?r,Bihar
Chatia,Bih?r,Bihar
Andal,West Bengal,West Bengal
Dhanaula,Punjab,Punjab
Palliman,Kerala,Kerala
Senapparetti,Tamil N?du,Tamil Nadu
Pukhrayan,Uttar Pradesh,Uttar Pradesh
Gil,Punjab,Punjab
Karlapalem,Andhra Pradesh,Andhra Pradesh
Bara Malehra,Madhya Pradesh,Madhya Pradesh
Umrapur,West Bengal,West Bengal
Ratanpur,Chhatt?sgarh,Chhattisgarh
Khizrpur,Punjab,Punjab
Kolavallur,Kerala,Kerala
Jambai,Tamil N?du,Tamil Nadu
Anghad,Gujar?t,Gujarat
Mannur,Kerala,Kerala
Mannur,Tamil N?du,Tamil Nadu
Kochas,Bih?r,Bihar
Kamakhyanagar,Odisha,Odisha
Kannankurichchi,Tamil N?du,Tamil Nadu
Puttur,Kerala,Kerala
Kattanam,Kerala,Kerala
Ghatkesar,Andhra Pradesh,Andhra Pradesh
Bishunpur,Bih?r,Bihar
Pattamadai,Tamil N?du,Tamil Nadu
